r_m,depth_km,sigma_S_m,eps_r
2.939130681362724863e+05,1.443486931863727477e+03,5.730771832484619910e-02,6.500000000000000000e+00
2.973913498997993302e+05,1.440008650100200612e+03,5.724927890238212802e-02,6.500000000000000000e+00
3.008696316633264069e+05,1.436530368336673519e+03,5.719089907339337808e-02,6.500000000000000000e+00
3.043479134268534835e+05,1.433052086573146426e+03,5.713257877710962995e-02,6.500000000000000000e+00
3.078261951903805602e+05,1.429573804809619332e+03,5.707431795282254250e-02,6.500000000000000000e+00
3.113044769539078698e+05,1.426095523046092239e+03,5.701611653988566952e-02,6.500000000000000000e+00
3.147827587174347136e+05,1.422617241282565374e+03,5.695797447771443200e-02,6.500000000000000000e+00
3.182610404809617903e+05,1.419138959519038281e+03,5.689989170578599320e-02,6.500000000000000000e+00
3.217393222444888670e+05,1.415660677755511188e+03,5.684186816363926559e-02,6.500000000000000000e+00
3.252176040080159437e+05,1.412182395991984095e+03,5.678390379087478596e-02,6.500000000000000000e+00
3.286958857715430204e+05,1.408704114228457001e+03,5.672599852715475011e-02,6.500000000000000000e+00
3.321741675350700971e+05,1.405225832464929908e+03,5.666815231220278387e-02,6.500000000000000000e+00
3.356524492985969409e+05,1.401747550701403043e+03,5.661036508580408189e-02,6.500000000000000000e+00
3.391307310621240176e+05,1.398269268937875950e+03,5.655263678780515779e-02,6.500000000000000000e+00
3.426090128256510943e+05,1.394790987174348857e+03,5.649496735811391362e-02,6.500000000000000000e+00
3.460872945891781710e+05,1.391312705410821764e+03,5.643735673669952879e-02,6.500000000000000000e+00
3.495655763527052477e+05,1.387834423647294670e+03,5.637980486359237681e-02,6.500000000000000000e+00
3.530438581162323244e+05,1.384356141883767577e+03,5.632231167888401141e-02,6.500000000000000000e+00
3.565221398797594011e+05,1.380877860120240712e+03,5.626487712272704861e-02,6.500000000000000000e+00
3.600004216432864778e+05,1.377399578356713619e+03,5.620750113533515974e-02,6.500000000000000000e+00
3.634787034068135545e+05,1.373921296593186526e+03,5.615018365698296737e-02,6.500000000000000000e+00
3.669569851703406312e+05,1.370443014829659433e+03,5.609292462800599677e-02,6.500000000000000000e+00
3.704352669338677078e+05,1.366964733066132339e+03,5.603572398880064809e-02,6.500000000000000000e+00
3.739135486973947845e+05,1.363486451302605246e+03,5.597858167982405764e-02,6.500000000000000000e+00
3.773918304609216284e+05,1.360008169539078381e+03,5.592149764159409786e-02,6.500000000000000000e+00
3.808701122244487051e+05,1.356529887775551288e+03,5.586447181468930795e-02,6.500000000000000000e+00
3.843483939879757818e+05,1.353051606012024195e+03,5.580750413974881058e-02,6.500000000000000000e+00
3.878266757515028585e+05,1.349573324248497102e+03,5.575059455747228415e-02,6.500000000000000000e+00
3.913049575150299352e+05,1.346095042484970008e+03,5.569374300861981708e-02,6.500000000000000000e+00
3.947832392785570119e+05,1.342616760721442915e+03,5.563694943401199799e-02,6.500000000000000000e+00
3.982615210420838557e+05,1.339138478957916050e+03,5.558021377452968675e-02,6.500000000000000000e+00
4.017398028056109324e+05,1.335660197194388957e+03,5.552353597111406303e-02,6.500000000000000000e+00
4.052180845691382419e+05,1.332181915430861864e+03,5.546691596476653607e-02,6.500000000000000000e+00
4.086963663326653186e+05,1.328703633667334771e+03,5.541035369654865456e-02,6.500000000000000000e+00
